informal_text_inp,normal_text_inp,normal_text_out
"<Die, I think now my supervisor thinks Iodin ' thousand very stunned. Cause Atomic number 53 lend oneself for the unseasonable account.>","<Die, I think now my supervisor thinks I'm very stupid. Cause I applied for the wrong account.","Die, I think now my supervisor thinks I'm very stupid. Cause I applied for the wrong account.>"
<Okey. Thanks. Arrange a pen!>,<Ok. Thanks. Put a pen!,Ok. Thanks. Put a pen!>
"<Hey, One ' m in township now ， personify we meeting today?>","<Hey, I'm in town now，are we meeting today?","Hey, I'm in town now，are we meeting today?>"
"<Hello. How follow your daylight? Oh ya, want to tell you that I will be work until next wednesday but. Haha, taking a break.>","<Hello. How is your day? Oh ya, want to tell you that I will be working until next wednesday only. Haha, taking a break.","Hello. How is your day? Oh ya, want to tell you that I will be working until next wednesday only. Haha, taking a break.>"
"<Okay, thanks. Study hard. Examine you tomorrow!>","<Okay, thanks. Study hard. See you tomorrow!","Okay, thanks. Study hard. See you tomorrow!>"
"<En, what ' s the figure of the japanese restaurant at esplanade?>","<En, what's the name of the japanese restaurant at esplanade?","En, what's the name of the japanese restaurant at esplanade?>"
<You equal at Marina?>,<You are at Marina?,You are at Marina?>
<Corresponding all quite far. Then after your Suntec one. Are you still looking for job?>,<Like all quite far. Then after your Suntec one. Are you still looking for jobs?,Like all quite far. Then after your Suntec one. Are you still looking for jobs?>
<D and J. Sean. Moisture field select light body weight between 450 - 470. And lite weighting have military strength from behind because leading equus caballus reduce the speed.>,<D and J. Sean. Wet field select light body weight between 450-470. And light weight have strength from behind because leading horse reduce the speed.,D and J. Sean. Wet field select light body weight between 450-470. And light weight have strength from behind because leading horse reduce the speed.>
<I ' thou thinking what you are doing now. I be now at dwelling follow television receiver. I remember now you should cost in Shanghai. Quickly enjoy your holiday. You are coming back soon.>,<I'm thinking what you are doing now. I am now at home watching TV. I think now you should be in Shanghai. Quickly enjoy your holiday. You are coming back soon.,I'm thinking what you are doing now. I am now at home watching TV. I think now you should be in Shanghai. Quickly enjoy your holiday. You are coming back soon.>
<I ' mb going to Australia. Coming backward on 4th of June.>,<I'm going to Australia. Coming back on 4th of June.,I'm going to Australia. Coming back on 4th of June.>
<I ' yard in the office.>,<I'm in the office.,I'm in the office.>
"<Hey, no. I have a shit night. Information technology was boring without you to boggy with maine. You deadening squawk! Thanks, but you wait till next fourth dimension I ' ll have you.>","<Hey, no. I had a crap night. It was boring without you to boggy with me. You boring bitch! Thanks, but you wait till next time I'll have you.","Hey, no. I had a crap night. It was boring without you to boggy with me. You boring bitch! Thanks, but you wait till next time I'll have you.>"
"<Hey, One ' megabyte at the LT 24 toilet. Medicine block point ii, okay?>","<Hey, I'm at the LT 24 toilet. Medicine block level 2, okay?","Hey, I'm at the LT 24 toilet. Medicine block level 2, okay?>"
"<Hectometre, any show would be fine with me. What you make on after four?>","<Hm, any show would be fine with me. What you have on after four?","Hm, any show would be fine with me. What you have on after four?>"
<Joey: Neo where are you from?>,<Joey: Neo where are you from?,Joey: Neo where are you from?>
<I don ' mt have any Lobang. I thought you are solve in bank.>,<I don't have any Lobang. I thought you are working in bank.,I don't have any Lobang. I thought you are working in bank.>
"<No. I jogged about deuce round, then 1 experience alike dying. But it has been too longsighted that I didn ' t exercise, my legs palpate very funny, so I settle to go today. Hehe.>","<No. I jogged about 2 rounds, then I felt like dying. But it has been too long that I didn't exercise, my legs feel very funny, so I decided to go today. Hehe.","No. I jogged about 2 rounds, then I felt like dying. But it has been too long that I didn't exercise, my legs feel very funny, so I decided to go today. Hehe.>"
<Iodine woke up already. Now I am withal lying on my seam.>,<I woke up already. Now I am still lying on my bed.,I woke up already. Now I am still lying on my bed.>
<Stop information technology! Can ' t take information technology any longer. Then you get going and sleep now.>,<Stop it! Can't take it anymore. Then you go and sleep now.,Stop it! Can't take it anymore. Then you go and sleep now.>
<My Linear Algebra tutorial ' s on Fri unity - 2. Yours?>,<My Linear Algebra tutorial's on Friday 1-2. Yours?,My Linear Algebra tutorial's on Friday 1-2. Yours?>
<All locomote then Iodine go. It be free.>,<All go then I go. It is free.,All go then I go. It is free.>
"<Yup, I leave be. But the booth won ' t be. Haha. 1 will belong at that place to see. Merely those are the common. Are you interested? Like packaging.>","<Yup, I will be. But the booth won't be. Haha. I will go there to see. But those are the commons. Are you interested? Like publicity.","Yup, I will be. But the booth won't be. Haha. I will go there to see. But those are the commons. Are you interested? Like publicity.>"
<Million number. Steal 5 big sooner state.>,<Million number. Buy 5 big OK.,Million number. Buy 5 big OK.>
<So where is the nearest MRT station that you can meet maine?>,<Then where is the nearest MRT station that you can meet me?,Then where is the nearest MRT station that you can meet me?>
<Shucks. I misplace the envelope. Give the axe I just replace it with my own? Anyway how ' s your head trip hence far?>,<Shucks. I lost the envelope. Can I just replace it with my own? Anyway how's your trip so far?,Shucks. I lost the envelope. Can I just replace it with my own? Anyway how's your trip so far?>
"<Haha, who be you? It ' s a fresh number on my earpiece. So sorry.>","<Haha, who are you? It's a new number on my phone. So sorry.","Haha, who are you? It's a new number on my phone. So sorry.>"
<Whoop. Go out again? Ane can ' t. Iodin follow very tired.>,<Whoops. Go out again? I can't. I am very tired.,Whoops. Go out again? I can't. I am very tired.>
<Joey: Hi! Does anybody need to confab?>,<Joey: Hi! Does anybody want to chat?,Joey: Hi! Does anybody want to chat?>
"<1st week sports unlimited extreme point clique - extra course of study activity - 2nd, granville stanley hall camp.>","<1st week sports unlimited extreme camp-extra curriculum activity- 2nd, hall camp.","1st week sports unlimited extreme camp-extra curriculum activity- 2nd, hall camp.>"
"<Okay girls, our birthday girl cannot make information technology tomorrow. So it ' s changed to Tuesday, 10am at Toa Payoh bus interchange? She wants to go to ECP. Everybody can make information technology?>","<Okay girls, our birthday girl cannot make it tomorrow. So it's changed to Tuesday, 10am at Toa Payoh bus interchange? She wants to go to ECP. Everybody can make it?","Okay girls, our birthday girl cannot make it tomorrow. So it's changed to Tuesday, 10am at Toa Payoh bus interchange? She wants to go to ECP. Everybody can make it?>"
<Help! It ' s raining. Iodine ' grand going to get drench. At Science now.>,<Help! It's raining. I'm going to get drenched. At Science now.,Help! It's raining. I'm going to get drenched. At Science now.>
"<Today? Can ' t, Ane didn ' liothyronine yet bring the notes out.>","<Today? Can't, I didn't even bring the notes out.","Today? Can't, I didn't even bring the notes out.>"
<Yes. Just it be so sad that Subject Day comprise on Saturday instead of a weekday.>,<Yes. But it is so sad that National Day is on Saturday instead of a weekday.,Yes. But it is so sad that National Day is on Saturday instead of a weekday.>
"<Yes, what time are they going?>","<Yes, what time are they going?","Yes, what time are they going?>"
<I wear ' t know. I don ' t know whether I should pass away or non. I am still make determination. Manage they write out information technology very short?>,<I don't know. I don't know whether I should go or not. I am still making decision. Do they cut it very short?,I don't know. I don't know whether I should go or not. I am still making decision. Do they cut it very short?>
"<This Th evening, Ah Soon invites you for 7th month dinner. Sports meeting at # 02 - thirty four astir 7. 30pm, okey?>","<This Thursday evening, Ah Soon invites you for 7th month dinner. Meet at #02-34 about 7.30pm, ok?","This Thursday evening, Ah Soon invites you for 7th month dinner. Meet at #02-34 about 7.30pm, ok?>"
"<Just get a piece arty with my collages at the consequence, well trying to modern way! Got a joint in a taiwanese, lovely I shall enjoy that!>","<Just getting a bit arty with my collages at the moment, well trying to new way! Got a roast in a min, lovely I shall enjoy that!","Just getting a bit arty with my collages at the moment, well trying to new way! Got a roast in a min, lovely I shall enjoy that!>"
<Bum ' t find pine tree state? Ace ' m in hall. Call my handphone if you got urgent stuff. I ' m in hall while on sound for calls.>,<Can't find me? I'm in hall. Call my handphone if you got urgent stuff. I'm in hall while on sound for calls.,Can't find me? I'm in hall. Call my handphone if you got urgent stuff. I'm in hall while on sound for calls.>
